order_id,customer_id,product_id,quantity,unit_price,total_amount,payment_method,order_status,order_date,delivery_date
O005621,C00652,P0001,3,419.55,1258.65,Card,Cancelled,2026-05-08 14:22:44.001105,2026-05-14 14:22:44.001105
O005622,C00190,P0072,1,129.07,129.07,Card,Pending,2025-10-23 08:27:11.247630,2025-10-28 08:27:11.247630
O005623,C00233,P0009,2,169.34,338.68,Cash,Pending,2026-05-27 10:13:00.997631,2026-06-04 10:13:00.997631
O005624,C00791,P0088,2,444.61,889.22,UPI,Cancelled,2025-09-05 08:34:02.723826,2025-09-09 08:34:02.723826
O005625,C00880,P0098,3,56.28,168.84,Card,Cancelled,2026-06-29 12:04:07.722339,2026-07-03 12:04:07.722339
O005626,C00743,P0013,1,313.51,313.51,Card,Cancelled,2025-09-20 17:33:25.303941,2025-09-23 17:33:25.303941
O005627,C00362,P0074,1,165.27,165.27,Card,Pending,2026-06-16 22:44:15.817245,2026-06-21 22:44:15.817245
O005628,C00367,P0024,4,343.15,1372.6,Card,Cancelled,2025-10-30 06:48:50.992681,2025-11-04 06:48:50.992681
O005629,C00445,P0087,4,361.82,1447.28,Cash,Pending,2026-03-12 02:34:03.694905,2026-03-15 02:34:03.694905
O005630,C00114,P0089,1,202.37,202.37,UPI,Pending,2025-10-18 01:30:37.875588,2025-10-27 01:30:37.875588
O005631,C00229,P0068,2,394.55,789.1,Cash,Cancelled,2026-03-26 05:48:38.890500,2026-04-04 05:48:38.890500
O005632,C00359,P0045,3,374.55,1123.65,Card,Pending,2026-02-05 02:06:49.209601,2026-02-11 02:06:49.209601
O005633,C00648,P0097,4,484.36,1937.44,Cash,Cancelled,2025-09-06 10:28:38.047828,2025-09-07 10:28:38.047828
O005634,C00083,P0075,2,67.75,135.5,Card,Completed,2025-10-29 08:58:18.038168,2025-11-04 08:58:18.038168
O005635,C00489,P0086,3,217.95,653.85,UPI,Pending,2026-04-18 02:40:19.686304,2026-04-24 02:40:19.686304
O005636,C00774,P0088,2,444.61,889.22,Cash,Completed,2026-01-24 03:14:31.216313,2026-02-01 03:14:31.216313
O005637,C00946,P0098,4,56.28,225.12,UPI,Completed,2025-12-11 02:17:59.559241,2025-12-14 02:17:59.559241
O005638,C00557,P0014,4,426.91,1707.64,Card,Completed,2025-12-11 19:30:14.798814,2025-12-19 19:30:14.798814
O005639,C00453,P0033,4,489.08,1956.32,Card,Completed,2026-02-06 07:16:41.608350,2026-02-08 07:16:41.608350
O005640,C00684,P0041,4,375.0,1500.0,UPI,Cancelled,2026-06-26 04:18:06.664186,2026-07-02 04:18:06.664186
O005641,C00740,P0098,2,56.28,112.56,UPI,Completed,2025-08-03 13:09:38.012835,2025-08-10 13:09:38.012835
O005642,C00178,P0097,4,484.36,1937.44,Cash,Pending,2026-03-07 21:36:43.589303,2026-03-08 21:36:43.589303
O005643,C00539,P0016,5,22.77,113.85,UPI,Completed,2026-04-15 02:49:04.845258,2026-04-23 02:49:04.845258
O005644,C00015,P0076,5,374.1,1870.5,UPI,Cancelled,2026-06-28 16:39:01.550410,2026-06-29 16:39:01.550410
O005645,C00240,P0011,5,207.94,1039.7,Card,Completed,2026-04-19 13:59:32.583817,2026-04-26 13:59:32.583817
O005646,C00810,P0031,5,122.42,612.1,UPI,Completed,2025-09-21 22:36:36.341415,2025-10-01 22:36:36.341415
O005647,C00447,P0096,4,437.44,1749.76,UPI,Pending,2026-03-18 03:14:39.143512,2026-03-19 03:14:39.143512
O005648,C00034,P0092,3,50.16,150.48,Cash,Cancelled,2026-04-05 09:08:13.638844,2026-04-15 09:08:13.638844
O005649,C00147,P0017,4,498.73,1994.92,Card,Cancelled,2025-12-20 03:31:33.987127,2025-12-28 03:31:33.987127
O005650,C00824,P0013,2,313.51,627.02,UPI,Completed,2026-06-22 03:58:43.776482,2026-06-26 03:58:43.776482
O005651,C00848,P0100,5,423.46,2117.3,Cash,Completed,2025-12-10 19:15:47.350394,2025-12-19 19:15:47.350394
O005652,C00316,P0065,3,474.76,1424.28,Cash,Pending,2025-10-01 15:54:21.348293,2025-10-03 15:54:21.348293
O005653,C00666,P0020,1,165.57,165.57,UPI,Cancelled,2026-04-08 11:16:45.918001,2026-04-11 11:16:45.918001
O005654,C00836,P0032,4,151.46,605.84,UPI,Completed,2026-03-08 16:58:41.577967,2026-03-13 16:58:41.577967
O005655,C00880,P0087,2,361.82,723.64,Card,Cancelled,2025-08-03 08:46:34.414525,2025-08-12 08:46:34.414525
O005656,C00244,P0014,2,426.91,853.82,Card,Pending,2025-11-21 09:49:29.894422,2025-11-26 09:49:29.894422
O005657,C00371,P0099,3,330.08,990.24,UPI,Pending,2026-01-19 00:10:58.624694,2026-01-27 00:10:58.624694
O005658,C00190,P0078,5,114.67,573.35,Card,Cancelled,2026-06-24 20:19:13.892618,2026-06-26 20:19:13.892618
O005659,C00340,P0038,5,452.18,2260.9,Cash,Pending,2026-05-08 08:26:26.904377,2026-05-09 08:26:26.904377
O005660,C00644,P0034,2,9.01,18.02,Cash,Cancelled,2026-06-20 20:32:39.713091,2026-06-22 20:32:39.713091
O005661,C00208,P0083,3,37.51,112.53,UPI,Cancelled,2026-01-26 15:48:24.881552,2026-01-30 15:48:24.881552
O005662,C00382,P0029,1,346.71,346.71,Cash,Cancelled,2026-05-31 06:00:51.311943,2026-06-01 06:00:51.311943
O005663,C00877,P0021,5,190.55,952.75,UPI,Completed,2025-07-16 13:07:07.728947,2025-07-24 13:07:07.728947
O005664,C00695,P0083,1,37.51,37.51,Card,Pending,2026-04-04 14:52:25.746948,2026-04-10 14:52:25.746948
O005665,C00151,P0088,5,444.61,2223.05,Cash,Pending,2026-05-19 01:30:29.125596,2026-05-21 01:30:29.125596
O005666,C00620,P0017,4,498.73,1994.92,Card,Pending,2026-02-28 02:42:34.893356,2026-03-06 02:42:34.893356
O005667,C00219,P0021,5,190.55,952.75,UPI,Completed,2026-06-19 11:56:33.950230,2026-06-21 11:56:33.950230
O005668,C00702,P0079,1,154.31,154.31,Cash,Cancelled,2025-09-06 14:44:58.648238,2025-09-07 14:44:58.648238
O005669,C00501,P0030,5,499.69,2498.45,Card,Completed,2026-04-11 22:50:47.270694,2026-04-14 22:50:47.270694
O005670,C00608,P0071,2,142.25,284.5,Cash,Completed,2025-09-13 21:02:36.084004,2025-09-20 21:02:36.084004
O005671,C00806,P0042,4,394.32,1577.28,Cash,Pending,2026-03-18 09:11:37.086824,2026-03-22 09:11:37.086824
O005672,C00446,P0100,4,423.46,1693.84,Card,Pending,2026-02-04 16:04:50.194607,2026-02-06 16:04:50.194607
O005673,C00141,P0073,5,70.24,351.2,UPI,Completed,2025-11-16 15:02:58.217074,2025-11-24 15:02:58.217074
O005674,C00453,P0083,3,37.51,112.53,Cash,Cancelled,2025-07-05 03:30:32.060095,2025-07-11 03:30:32.060095
O005675,C00634,P0094,1,280.4,280.4,Card,Completed,2026-01-06 01:13:22.583295,2026-01-12 01:13:22.583295
O005676,C00261,P0036,3,305.5,916.5,Card,Completed,2025-10-09 18:20:04.782876,2025-10-10 18:20:04.782876
O005677,C00007,P0017,4,498.73,1994.92,Card,Cancelled,2025-12-07 07:44:04.514845,2025-12-16 07:44:04.514845
O005678,C00507,P0072,5,129.07,645.35,Card,Cancelled,2026-04-01 15:10:33.506698,2026-04-02 15:10:33.506698
O005679,C00963,P0040,3,367.52,1102.56,Card,Cancelled,2025-08-18 18:10:44.553731,2025-08-19 18:10:44.553731
O005680,C00324,P0065,4,474.76,1899.04,UPI,Completed,2026-01-03 16:51:14.533079,2026-01-11 16:51:14.533079
O005681,C00244,P0084,1,276.44,276.44,Card,Cancelled,2026-01-29 08:01:59.941282,2026-02-03 08:01:59.941282
O005682,C00800,P0093,2,52.8,105.6,UPI,Cancelled,2026-01-06 20:28:58.149957,2026-01-11 20:28:58.149957
O005683,C00707,P0059,3,329.19,987.57,Cash,Completed,2026-02-12 19:41:17.193596,2026-02-17 19:41:17.193596
O005684,C00550,P0092,2,50.16,100.32,UPI,Cancelled,2025-09-23 07:45:31.347998,2025-09-27 07:45:31.347998
O005685,C00518,P0013,1,313.51,313.51,Card,Cancelled,2026-03-10 04:18:27.788757,2026-03-12 04:18:27.788757
O005686,C00681,P0017,4,498.73,1994.92,Card,Completed,2026-06-03 13:56:26.172345,2026-06-06 13:56:26.172345
O005687,C00893,P0097,3,484.36,1453.08,Card,Completed,2025-10-12 20:34:08.433422,2025-10-14 20:34:08.433422
O005688,C00288,P0049,1,270.6,270.6,Cash,Pending,2026-05-27 22:35:51.932712,2026-05-29 22:35:51.932712
O005689,C00164,P0020,1,165.57,165.57,Card,Cancelled,2026-03-29 18:16:45.176808,2026-03-31 18:16:45.176808
O005690,C00674,P0071,2,142.25,284.5,Card,Completed,2026-04-01 09:38:01.603915,2026-04-07 09:38:01.603915
O005691,C00033,P0099,5,330.08,1650.4,Cash,Cancelled,2026-03-26 03:03:05.585532,2026-03-30 03:03:05.585532
O005692,C00079,P0097,4,484.36,1937.44,Card,Cancelled,2026-01-27 07:37:39.180282,2026-02-05 07:37:39.180282
O005693,C00799,P0082,4,450.14,1800.56,UPI,Completed,2026-04-04 02:30:10.197908,2026-04-08 02:30:10.197908
O005694,C00244,P0069,5,107.54,537.7,Cash,Cancelled,2025-12-24 07:42:19.641635,2025-12-26 07:42:19.641635
O005695,C00491,P0032,4,151.46,605.84,Card,Pending,2026-05-21 03:08:33.647799,2026-05-31 03:08:33.647799
O005696,C00768,P0066,5,333.07,1665.35,Cash,Pending,2026-05-07 04:08:59.174138,2026-05-12 04:08:59.174138
O005697,C00439,P0062,2,475.52,951.04,Card,Completed,2025-08-17 13:36:44.764952,2025-08-18 13:36:44.764952
O005698,C00363,P0017,1,498.73,498.73,Cash,Cancelled,2025-08-09 17:01:56.039200,2025-08-14 17:01:56.039200
O005699,C00103,P0100,1,423.46,423.46,Card,Pending,2026-05-29 08:25:33.987759,2026-06-06 08:25:33.987759
O005700,C00117,P0056,2,53.11,106.22,Cash,Pending,2025-10-30 05:47:19.609405,2025-11-04 05:47:19.609405
O005701,C00893,P0004,5,466.76,2333.8,UPI,Completed,2025-11-23 04:42:46.327376,2025-12-03 04:42:46.327376
O005702,C00185,P0028,4,472.89,1891.56,Cash,Pending,2025-07-20 01:49:12.053810,2025-07-21 01:49:12.053810
O005703,C00083,P0098,1,56.28,56.28,Card,Cancelled,2026-04-14 08:20:00.058092,2026-04-24 08:20:00.058092
O005704,C00272,P0083,3,37.51,112.53,UPI,Pending,2026-05-08 09:18:04.290576,2026-05-14 09:18:04.290576
O005705,C00431,P0078,4,114.67,458.68,Cash,Pending,2025-09-17 11:10:36.744456,2025-09-20 11:10:36.744456
O005706,C00353,P0044,4,457.45,1829.8,Cash,Completed,2026-03-06 11:46:19.947072,2026-03-08 11:46:19.947072
O005707,C00465,P0055,4,473.4,1893.6,Card,Pending,2026-04-01 13:43:44.857383,2026-04-03 13:43:44.857383
O005708,C00457,P0094,1,280.4,280.4,Cash,Pending,2026-05-20 10:14:10.498062,2026-05-29 10:14:10.498062
O005709,C00769,P0019,4,87.35,349.4,Cash,Pending,2026-03-06 10:36:28.032553,2026-03-10 10:36:28.032553
O005710,C00411,P0014,2,426.91,853.82,UPI,Pending,2026-05-20 15:22:42.899754,2026-05-27 15:22:42.899754
O005711,C00557,P0029,1,346.71,346.71,UPI,Pending,2025-08-24 11:10:47.830325,2025-08-30 11:10:47.830325
O005712,C00213,P0059,1,329.19,329.19,Cash,Cancelled,2025-11-12 19:18:29.042256,2025-11-16 19:18:29.042256
O005713,C00490,P0096,3,437.44,1312.32,Card,Cancelled,2026-02-22 01:17:36.420283,2026-02-23 01:17:36.420283
O005714,C00144,P0028,3,472.89,1418.67,Card,Pending,2026-06-11 20:57:02.743479,2026-06-18 20:57:02.743479
O005715,C00305,P0051,4,339.04,1356.16,UPI,Pending,2026-05-12 16:51:32.079583,2026-05-15 16:51:32.079583
O005716,C00210,P0094,2,280.4,560.8,UPI,Cancelled,2026-01-05 08:25:37.377285,2026-01-06 08:25:37.377285
O005717,C00114,P0010,4,265.35,1061.4,Card,Cancelled,2026-01-05 12:10:34.976944,2026-01-12 12:10:34.976944
O005718,C00306,P0023,1,91.66,91.66,Card,Pending,2025-08-09 15:06:40.081388,2025-08-15 15:06:40.081388
O005719,C00524,P0030,1,499.69,499.69,UPI,Cancelled,2026-04-10 15:07:06.401788,2026-04-20 15:07:06.401788
O005720,C00755,P0054,2,326.37,652.74,UPI,Pending,2025-10-04 14:48:29.502267,2025-10-11 14:48:29.502267
O005721,C00028,P0033,4,489.08,1956.32,UPI,Cancelled,2025-09-26 02:07:20.705660,2025-10-02 02:07:20.705660
O005722,C00579,P0050,5,294.36,1471.8,UPI,Completed,2026-01-28 11:06:43.016459,2026-02-06 11:06:43.016459
O005723,C00222,P0049,5,270.6,1353.0,Card,Completed,2025-11-23 22:03:19.445517,2025-12-02 22:03:19.445517
O005724,C00029,P0036,5,305.5,1527.5,UPI,Cancelled,2025-09-28 23:01:37.514795,2025-10-02 23:01:37.514795
O005725,C00618,P0083,2,37.51,75.02,Cash,Completed,2026-03-19 06:37:13.096411,2026-03-26 06:37:13.096411
O005726,C00707,P0011,3,207.94,623.82,Card,Cancelled,2026-05-25 18:21:51.903517,2026-06-04 18:21:51.903517
O005727,C00975,P0019,5,87.35,436.75,Cash,Cancelled,2025-07-05 10:26:18.039769,2025-07-07 10:26:18.039769
O005728,C00172,P0062,1,475.52,475.52,UPI,Cancelled,2025-07-03 19:10:01.334205,2025-07-10 19:10:01.334205
O005729,C00229,P0036,1,305.5,305.5,UPI,Completed,2025-09-26 22:48:30.062344,2025-09-27 22:48:30.062344
O005730,C00387,P0096,2,437.44,874.88,Card,Completed,2026-02-01 20:20:45.627351,2026-02-11 20:20:45.627351
O005731,C00557,P0058,2,295.73,591.46,Cash,Completed,2026-02-12 02:35:06.392206,2026-02-15 02:35:06.392206
O005732,C00288,P0062,1,475.52,475.52,Card,Completed,2026-06-25 07:49:14.463519,2026-07-04 07:49:14.463519
O005733,C00090,P0069,1,107.54,107.54,Cash,Cancelled,2026-05-08 15:19:18.356658,2026-05-16 15:19:18.356658
O005734,C00792,P0052,1,442.7,442.7,UPI,Cancelled,2026-06-11 14:24:53.313474,2026-06-19 14:24:53.313474
O005735,C00459,P0068,5,394.55,1972.75,Cash,Pending,2026-02-25 23:39:19.750285,2026-03-06 23:39:19.750285
O005736,C00853,P0074,4,165.27,661.08,Cash,Cancelled,2025-10-18 20:33:07.856226,2025-10-23 20:33:07.856226
O005737,C00460,P0080,5,499.3,2496.5,UPI,Completed,2025-10-11 08:53:24.541633,2025-10-12 08:53:24.541633
O005738,C00953,P0018,1,489.28,489.28,Card,Completed,2025-12-18 06:06:35.792010,2025-12-26 06:06:35.792010
O005739,C00286,P0070,4,388.31,1553.24,UPI,Pending,2026-05-27 06:23:29.903210,2026-06-02 06:23:29.903210
O005740,C00530,P0095,1,168.17,168.17,Cash,Cancelled,2026-02-28 04:01:29.500592,2026-03-09 04:01:29.500592
O005741,C00679,P0014,1,426.91,426.91,Card,Pending,2026-05-15 21:43:02.280529,2026-05-22 21:43:02.280529
O005742,C00217,P0081,3,344.62,1033.86,Card,Completed,2025-10-23 10:16:53.661174,2025-10-30 10:16:53.661174
O005743,C00418,P0026,1,131.39,131.39,Cash,Pending,2025-08-11 14:29:53.977895,2025-08-14 14:29:53.977895
O005744,C00979,P0047,3,483.8,1451.4,Card,Cancelled,2026-06-19 00:59:12.270624,2026-06-27 00:59:12.270624
O005745,C00888,P0097,4,484.36,1937.44,UPI,Cancelled,2025-12-14 08:42:28.568445,2025-12-16 08:42:28.568445
O005746,C00313,P0078,4,114.67,458.68,UPI,Cancelled,2026-01-30 17:01:17.274611,2026-02-03 17:01:17.274611
O005747,C00520,P0010,1,265.35,265.35,Card,Cancelled,2026-04-30 20:29:09.631252,2026-05-10 20:29:09.631252
O005748,C00874,P0089,5,202.37,1011.85,Cash,Completed,2026-03-30 23:35:23.431599,2026-04-09 23:35:23.431599
O005749,C00402,P0068,2,394.55,789.1,Card,Completed,2025-08-20 18:40:48.450119,2025-08-21 18:40:48.450119
O005750,C00659,P0002,4,226.04,904.16,UPI,Pending,2026-02-21 03:44:21.040017,2026-02-23 03:44:21.040017
O005751,C00357,P0025,2,119.93,239.86,UPI,Completed,2026-06-05 14:46:02.858762,2026-06-07 14:46:02.858762
O005752,C00822,P0089,2,202.37,404.74,Card,Completed,2025-10-14 08:02:06.125881,2025-10-21 08:02:06.125881
O005753,C00079,P0061,5,346.69,1733.45,UPI,Pending,2025-09-25 03:23:50.288063,2025-10-04 03:23:50.288063
O005754,C00593,P0005,1,288.04,288.04,Cash,Cancelled,2026-04-09 00:45:38.465920,2026-04-14 00:45:38.465920
O005755,C00855,P0008,2,482.59,965.18,Cash,Completed,2026-05-01 14:04:01.257302,2026-05-09 14:04:01.257302
O005756,C00616,P0046,3,481.63,1444.89,Cash,Pending,2026-06-30 04:22:28.588689,2026-07-06 04:22:28.588689
O005757,C00516,P0029,3,346.71,1040.13,Card,Cancelled,2025-08-11 04:01:50.252204,2025-08-18 04:01:50.252204
O005758,C00613,P0076,5,374.1,1870.5,Card,Pending,2025-11-22 02:52:14.473519,2025-11-24 02:52:14.473519
O005759,C00872,P0036,2,305.5,611.0,Cash,Completed,2026-06-09 10:12:06.548705,2026-06-19 10:12:06.548705
O005760,C00149,P0042,3,394.32,1182.96,UPI,Pending,2026-03-27 06:15:13.851973,2026-03-29 06:15:13.851973
O005761,C00072,P0077,2,259.05,518.1,Cash,Completed,2025-10-01 10:23:48.846746,2025-10-07 10:23:48.846746
O005762,C00645,P0095,3,168.17,504.51,UPI,Completed,2026-01-30 01:19:08.979320,2026-02-07 01:19:08.979320
O005763,C00927,P0014,2,426.91,853.82,UPI,Completed,2026-06-03 04:29:11.019181,2026-06-07 04:29:11.019181
O005764,C00125,P0090,5,216.25,1081.25,Card,Cancelled,2025-09-16 18:07:16.764051,2025-09-23 18:07:16.764051
O005765,C00613,P0034,3,9.01,27.03,Card,Completed,2026-02-10 13:18:27.333462,2026-02-15 13:18:27.333462
O005766,C00741,P0099,5,330.08,1650.4,UPI,Completed,2025-10-30 14:49:03.752605,2025-11-04 14:49:03.752605
O005767,C00097,P0041,4,375.0,1500.0,Card,Cancelled,2026-02-16 04:44:42.703928,2026-02-20 04:44:42.703928
O005768,C00249,P0002,4,226.04,904.16,UPI,Cancelled,2026-03-18 20:45:05.881399,2026-03-28 20:45:05.881399
O005769,C00678,P0095,3,168.17,504.51,Card,Cancelled,2026-01-25 15:42:55.589660,2026-02-04 15:42:55.589660
O005770,C00602,P0055,3,473.4,1420.2,Cash,Cancelled,2025-07-22 02:29:01.115308,2025-07-28 02:29:01.115308
O005771,C00476,P0018,3,489.28,1467.84,Cash,Cancelled,2026-04-25 00:32:58.190562,2026-04-26 00:32:58.190562
O005772,C00626,P0078,2,114.67,229.34,UPI,Pending,2026-03-16 10:56:07.773541,2026-03-18 10:56:07.773541
O005773,C00652,P0100,2,423.46,846.92,Cash,Completed,2026-01-27 08:07:28.968384,2026-02-02 08:07:28.968384
O005774,C00429,P0052,5,442.7,2213.5,Card,Completed,2025-12-06 01:40:15.605829,2025-12-08 01:40:15.605829
O005775,C00221,P0080,4,499.3,1997.2,UPI,Pending,2026-01-03 05:24:29.564345,2026-01-07 05:24:29.564345
O005776,C00030,P0062,2,475.52,951.04,UPI,Cancelled,2025-10-25 01:53:34.850551,2025-10-27 01:53:34.850551
O005777,C00232,P0091,3,477.03,1431.09,Cash,Completed,2026-01-03 15:03:51.912692,2026-01-04 15:03:51.912692
O005778,C00313,P0017,2,498.73,997.46,Cash,Pending,2025-09-21 17:57:08.785744,2025-09-24 17:57:08.785744
O005779,C00097,P0089,5,202.37,1011.85,Cash,Completed,2026-03-04 17:27:08.070109,2026-03-13 17:27:08.070109
O005780,C00831,P0008,4,482.59,1930.36,Card,Cancelled,2025-10-30 18:59:19.779962,2025-11-03 18:59:19.779962
O005781,C00241,P0056,3,53.11,159.33,Card,Completed,2026-03-02 13:24:06.136890,2026-03-07 13:24:06.136890
O005782,C00913,P0070,1,388.31,388.31,UPI,Pending,2026-04-19 13:00:14.104002,2026-04-24 13:00:14.104002
O005783,C00173,P0038,5,452.18,2260.9,Card,Cancelled,2025-07-28 14:58:49.358312,2025-08-02 14:58:49.358312
O005784,C00685,P0004,2,466.76,933.52,Card,Pending,2025-12-23 12:18:23.592911,2025-12-28 12:18:23.592911
O005785,C00008,P0090,5,216.25,1081.25,UPI,Pending,2025-10-23 07:51:17.859918,2025-10-28 07:51:17.859918
O005786,C00360,P0090,1,216.25,216.25,Cash,Cancelled,2026-04-29 04:47:50.586732,2026-05-01 04:47:50.586732
O005787,C00528,P0055,1,473.4,473.4,UPI,Pending,2026-06-29 06:10:50.230835,2026-07-05 06:10:50.230835
O005788,C00009,P0079,5,154.31,771.55,Card,Pending,2026-03-06 15:33:17.761027,2026-03-11 15:33:17.761027
O005789,C00507,P0045,2,374.55,749.1,Cash,Cancelled,2025-12-27 20:13:08.748439,2026-01-06 20:13:08.748439
O005790,C00724,P0009,2,169.34,338.68,Card,Pending,2026-06-16 04:54:54.303170,2026-06-24 04:54:54.303170
O005791,C00319,P0082,2,450.14,900.28,UPI,Completed,2025-09-17 04:47:50.974212,2025-09-22 04:47:50.974212
O005792,C00701,P0082,5,450.14,2250.7,Cash,Completed,2026-07-01 02:51:08.434677,2026-07-02 02:51:08.434677
O005793,C00395,P0010,1,265.35,265.35,Cash,Completed,2026-02-25 12:05:50.999580,2026-02-26 12:05:50.999580
O005794,C00326,P0050,3,294.36,883.08,UPI,Completed,2025-08-07 01:17:51.308079,2025-08-17 01:17:51.308079
O005795,C00768,P0074,5,165.27,826.35,Card,Cancelled,2026-03-10 02:59:08.535743,2026-03-13 02:59:08.535743
O005796,C00980,P0023,2,91.66,183.32,UPI,Cancelled,2025-12-19 12:03:15.958719,2025-12-27 12:03:15.958719
O005797,C00391,P0056,5,53.11,265.55,Cash,Completed,2026-06-16 22:56:28.364752,2026-06-23 22:56:28.364752
O005798,C00794,P0022,5,208.97,1044.85,Card,Completed,2025-08-05 14:44:26.744892,2025-08-11 14:44:26.744892
O005799,C00551,P0050,1,294.36,294.36,UPI,Completed,2026-06-03 18:32:06.392905,2026-06-13 18:32:06.392905
O005800,C00855,P0009,5,169.34,846.7,Cash,Cancelled,2026-02-19 21:41:07.258644,2026-02-23 21:41:07.258644
O005801,C00017,P0080,2,499.3,998.6,Card,Pending,2025-09-10 21:55:56.590548,2025-09-15 21:55:56.590548
O005802,C00670,P0081,2,344.62,689.24,Card,Pending,2026-02-27 11:43:56.468138,2026-03-04 11:43:56.468138
O005803,C00435,P0087,2,361.82,723.64,Cash,Completed,2026-02-21 18:22:12.633871,2026-03-02 18:22:12.633871
O005804,C00277,P0053,2,114.58,229.16,UPI,Cancelled,2025-07-03 06:22:46.801111,2025-07-07 06:22:46.801111
O005805,C00530,P0069,5,107.54,537.7,Card,Pending,2026-01-03 19:15:13.611814,2026-01-07 19:15:13.611814
O005806,C00214,P0061,3,346.69,1040.07,Cash,Cancelled,2025-09-19 21:37:47.653662,2025-09-21 21:37:47.653662
O005807,C00391,P0056,5,53.11,265.55,Cash,Completed,2026-01-31 13:30:51.093215,2026-02-05 13:30:51.093215
O005808,C00520,P0056,3,53.11,159.33,Card,Pending,2025-08-25 14:09:52.750280,2025-08-30 14:09:52.750280
O005809,C00256,P0094,5,280.4,1402.0,UPI,Cancelled,2025-09-12 09:34:28.657827,2025-09-15 09:34:28.657827
O005810,C00968,P0018,5,489.28,2446.4,UPI,Completed,2026-03-19 05:10:28.942756,2026-03-25 05:10:28.942756
O005811,C00461,P0035,2,373.86,747.72,Card,Cancelled,2025-10-27 18:04:04.734964,2025-11-02 18:04:04.734964
O005812,C00883,P0045,2,374.55,749.1,Cash,Cancelled,2025-07-07 07:09:12.937841,2025-07-16 07:09:12.937841
O005813,C00827,P0080,3,499.3,1497.9,UPI,Pending,2026-05-28 13:22:40.585135,2026-06-07 13:22:40.585135
O005814,C00864,P0081,1,344.62,344.62,Cash,Pending,2025-11-28 14:54:36.818506,2025-12-02 14:54:36.818506
O005815,C00827,P0078,4,114.67,458.68,UPI,Completed,2026-02-02 00:34:50.153987,2026-02-07 00:34:50.153987
O005816,C00331,P0077,1,259.05,259.05,UPI,Pending,2025-11-03 12:24:58.180213,2025-11-11 12:24:58.180213
O005817,C00046,P0034,4,9.01,36.04,Cash,Cancelled,2026-06-15 17:26:00.641680,2026-06-17 17:26:00.641680
O005818,C00207,P0001,1,419.55,419.55,Cash,Pending,2025-10-31 22:43:56.651048,2025-11-10 22:43:56.651048
O005819,C00281,P0018,5,489.28,2446.4,UPI,Completed,2026-04-08 00:31:33.403640,2026-04-17 00:31:33.403640
O005820,C00957,P0036,3,305.5,916.5,Cash,Pending,2026-03-25 05:20:12.887846,2026-04-04 05:20:12.887846
O005821,C00683,P0049,5,270.6,1353.0,UPI,Pending,2025-09-22 04:49:18.711025,2025-09-29 04:49:18.711025
O005822,C00604,P0069,5,107.54,537.7,UPI,Pending,2026-04-07 17:05:25.906472,2026-04-17 17:05:25.906472
O005823,C00017,P0053,1,114.58,114.58,Cash,Cancelled,2026-06-18 16:10:23.152984,2026-06-26 16:10:23.152984
O005824,C00023,P0056,5,53.11,265.55,Card,Pending,2026-06-06 20:57:47.445337,2026-06-07 20:57:47.445337
O005825,C00637,P0057,1,197.38,197.38,Card,Completed,2026-03-08 21:46:53.818678,2026-03-10 21:46:53.818678
O005826,C00818,P0068,3,394.55,1183.65,Card,Pending,2025-11-22 16:47:50.442086,2025-11-30 16:47:50.442086
O005827,C00402,P0062,3,475.52,1426.56,UPI,Cancelled,2025-09-11 17:45:46.001636,2025-09-18 17:45:46.001636
O005828,C00334,P0001,3,419.55,1258.65,Cash,Cancelled,2025-12-16 19:26:58.917954,2025-12-18 19:26:58.917954
O005829,C00518,P0055,1,473.4,473.4,UPI,Pending,2025-10-24 20:04:28.423019,2025-10-26 20:04:28.423019
O005830,C00679,P0038,3,452.18,1356.54,Cash,Cancelled,2026-03-04 09:02:34.583641,2026-03-14 09:02:34.583641
O005831,C00186,P0027,3,340.42,1021.26,UPI,Cancelled,2025-10-31 05:03:34.995258,2025-11-04 05:03:34.995258
O005832,C00909,P0082,4,450.14,1800.56,Cash,Pending,2025-08-14 17:32:56.696728,2025-08-24 17:32:56.696728
O005833,C00020,P0036,3,305.5,916.5,Cash,Pending,2026-02-14 21:08:18.034408,2026-02-15 21:08:18.034408
O005834,C00801,P0053,4,114.58,458.32,Card,Pending,2025-08-28 05:49:47.610621,2025-09-07 05:49:47.610621
O005835,C00352,P0040,1,367.52,367.52,Cash,Cancelled,2026-02-04 08:23:29.731802,2026-02-07 08:23:29.731802
O005836,C00923,P0034,2,9.01,18.02,UPI,Completed,2025-07-21 21:34:26.910636,2025-07-30 21:34:26.910636
O005837,C00483,P0090,5,216.25,1081.25,Card,Pending,2025-08-22 07:38:23.555776,2025-09-01 07:38:23.555776
O005838,C00821,P0058,1,295.73,295.73,Card,Completed,2025-08-18 01:07:21.792848,2025-08-23 01:07:21.792848
O005839,C00339,P0008,2,482.59,965.18,UPI,Cancelled,2025-10-08 03:16:19.084467,2025-10-17 03:16:19.084467
O005840,C00503,P0055,2,473.4,946.8,UPI,Cancelled,2025-12-27 07:00:37.531879,2026-01-03 07:00:37.531879
O005841,C00809,P0010,4,265.35,1061.4,Cash,Cancelled,2025-10-16 23:14:08.535063,2025-10-20 23:14:08.535063
O005842,C00295,P0074,2,165.27,330.54,Cash,Completed,2026-04-17 15:47:38.120244,2026-04-24 15:47:38.120244
